Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,City,city_risk_score,parts_inflation_index,no_claim_score,income_risk_ratio,location_score,income_risk_ratio_log
MU53244,California,5095.439821,No,Extended,Bachelor,2/24/11,Unemployed,F,0,Urban,Married,137,19,30,0,1,Personal Auto,Personal L2,Offer1,Web,452.295175,SUV,Medsize,Istanbul,5,1.0,3,137.0,3,4.927253685157205
EE57466,Arizona,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,Izmir,4,1.0,3,0.03500426333976574,2,0.034405545877704426
QV86635,California,7427.501786,No,Extended,Bachelor,1/8/11,Employed,M,28848,Urban,Single,96,22,54,0,7,Corporate Auto,Corporate L3,Offer3,Branch,450.596865,Two-Door Car,Medsize,Istanbul,5,1.0,3,0.03993344425956739,3,0.03915671520119392
RT51330,California,2510.633216,No,Basic,Doctor,1/25/11,Unemployed,F,0,Suburban,Married,64,24,1,0,1,Corporate Auto,Corporate L3,Offer4,Branch,437.184112,Four-Door Car,Large,Istanbul,5,1.0,3,64.0,2,4.174387269895637
QW44380,Washington,2637.602689,No,Basic,High School or Below,1/11/11,Employed,M,54378,Suburban,Married,66,16,30,0,1,Personal Auto,Personal L2,Offer2,Call Center,316.8,Four-Door Car,Small,Ankara,4,1.0,3,0.014564713670969877,2,0.014459666983639787
IK66117,California,4969.35768,No,Basic,High School or Below,1/3/11,Medical Leave,M,21827,Suburban,Married,67,18,53,0,8,Special Auto,Special L2,Offer2,Branch,321.6,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.036835112475374535,2,0.03617291224166883
TD86744,Arizona,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L3,Offer2,Agent,523.2,Sports Car,Medsize,Izmir,4,1.5,2,0.06510701841712295,2,0.06307528088957176
TX35222,Washington,11618.55713,No,Premium,College,1/7/11,Employed,F,27750,Suburban,Married,297,28,25,1,1,Personal Auto,Personal L2,Offer1,Branch,1425.6,Luxury Car,Medsize,Ankara,4,1.5,4,0.12843243243243244,2,0.12082944169688767
PJ92694,California,4762.591249,No,Basic,High School or Below,1/6/11,Employed,M,57135,Urban,Divorced,61,25,47,0,8,Corporate Auto,Corporate L3,Offer2,Branch,156.921247,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.012811761617222368,3,0.012730385311535784
YM88338,California,4879.442929,No,Basic,Bachelor,2/25/11,Employed,F,58580,Suburban,Married,61,5,53,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,Istanbul,5,1.0,1,0.012495732331853875,2,0.012418305008789035
YN61339,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize,Antalya,3,1.0,2,0.021231914014055397,2,0.021009657379498073
FP45327,Washington,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,Ankara,4,1.0,2,0.0366924111026175,2,0.03603527107572367
IZ26849,Oregon,5524.310373,No,Basic,Bachelor,1/26/11,Employed,F,70360,Suburban,Married,69,0,66,0,8,Personal Auto,Personal L3,Offer2,Branch,331.2,Two-Door Car,Small,Antalya,3,1.0,1,0.011768050028425242,2,0.011699345018381772
YY16391,Oregon,11836.29699,No,Premium,College,2/3/11,Unemployed,M,0,Suburban,Single,119,9,74,0,2,Personal Auto,Personal L2,Offer3,Call Center,856.8,Four-Door Car,Medsize,Antalya,3,1.0,2,119.0,2,4.787491742782046
GX44284,California,2588.080213,No,Basic,Bachelor,1/3/11,Employed,M,47509,Rural,Divorced,66,28,73,0,1,Personal Auto,Personal L3,Offer1,Branch,93.128128,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.016670525584626072,1,0.016533097601016327
LV14566,Nevada,7176.591051,No,Basic,Master,1/4/11,Employed,M,27071,Suburban,Divorced,183,1,85,0,1,Personal Auto,Personal L1,Offer4,Branch,878.4,Luxury Car,Large,Bursa,3,1.5,1,0.08112001773115142,2,0.07799755722245191
KQ50003,Arizona,27890.0576,No,Extended,High School or Below,2/11/11,Employed,F,46546,Urban,Divorced,99,9,64,0,2,Special Auto,Special L1,Offer1,Branch,319.105565,Four-Door Car,Medsize,Izmir,4,1.0,2,0.025523138400721866,3,0.02520286131887887
IW87075,Arizona,7280.300642,No,Basic,Bachelor,2/5/11,Employed,M,32627,Rural,Single,67,14,53,4,2,Personal Auto,Personal L3,Offer1,Call Center,54.628741,Four-Door Car,Medsize,Izmir,4,1.0,3,0.02464216752995985,1,0.024343446790268102
QY46560,Arizona,2152.081322,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Single,65,8,50,0,1,Personal Auto,Personal L2,Offer2,Agent,460.379966,Two-Door Car,Medsize,Izmir,4,1.0,2,65.0,2,4.189654742026425
PD79570,Oregon,4334.210791,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,Small,Antalya,3,1.0,1,116.0,2,4.762173934797756
IM78342,Oregon,8630.696198,No,Extended,College,1/13/11,Unemployed,F,0,Suburban,Married,122,19,72,2,3,Personal Auto,Personal L3,Offer1,Branch,585.6,SUV,Medsize,Antalya,3,1.0,3,122.0,2,4.812184355372417
NT19879,Arizona,4766.940473,No,Basic,Bachelor,2/18/11,Medical Leave,F,29177,Suburban,Married,64,5,20,2,5,Personal Auto,Personal L3,Offer1,Call Center,307.2,Four-Door Car,Large,Izmir,4,1.0,1,0.02632210302635638,2,0.025981638051045447
SW98498,California,10439.49667,No,Extended,College,1/19/11,Employed,M,88233,Urban,Single,88,32,22,0,2,Personal Auto,Personal L1,Offer3,Call Center,253.056709,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.011968311176090578,3,0.011897257307905309
WL42517,Washington,3747.060981,No,Basic,College,2/10/11,Unemployed,F,0,Suburban,Single,107,17,81,0,1,Personal Auto,Personal L3,Offer1,Call Center,549.986128,SUV,Medsize,Ankara,4,1.0,3,107.0,2,4.68213122712422
LR82946,Oregon,6617.139741,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,195,20,61,0,1,Personal Auto,Personal L3,Offer3,Branch,1404.0,Luxury SUV,Medsize,Antalya,3,1.5,3,180.67000000000007,2,5.202191854450654
KT61396,California,3821.819872,No,Extended,College,1/16/11,Employed,F,79189,Rural,Married,95,20,50,0,1,Corporate Auto,Corporate L2,Offer2,Branch,50.171541,Two-Door Car,Small,Istanbul,5,1.0,3,0.01439593882988799,1,0.014293301173378134
GD56260,Oregon,2863.04871,No,Basic,Master,2/4/11,Employed,F,41077,Rural,Married,71,3,14,0,1,Personal Auto,Personal L3,Offer1,Agent,82.415457,Two-Door Car,Medsize,Antalya,3,1.0,1,0.020741534191883536,1,0.02052935746959497
YD45660,Arizona,9420.965855,No,Basic,Bachelor,2/15/11,Employed,F,47048,Suburban,Married,118,0,37,0,3,Personal Auto,Personal L3,Offer4,Call Center,566.4,SUV,Medsize,Izmir,4,1.0,1,0.030096922292127192,2,0.02965289712722664
XN50058,California,8767.626534,No,Premium,Doctor,1/21/11,Employed,M,45484,Suburban,Single,111,31,28,0,8,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.029285023304898426,2,0.028864409075237397
QO61775,California,4571.610619,No,Basic,Master,2/1/11,Employed,M,79453,Rural,Single,115,11,47,0,1,Personal Auto,Personal L2,Offer2,Agent,242.099049,SUV,Medsize,Istanbul,5,1.0,2,0.017368758888902873,1,0.017219646122505164
PZ67684,Arizona,14514.00519,No,Basic,College,2/5/11,Employed,F,88753,Suburban,Single,181,6,21,0,3,Personal Auto,Personal L2,Offer1,Agent,868.8,Luxury SUV,Small,Izmir,4,1.5,1,0.02447241220015098,2,0.02417776027192849
IK77998,Washington,2588.435037,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Single,74,7,63,0,1,Personal Auto,Personal L2,Offer1,Agent,851.022089,Four-Door Car,Medsize,Ankara,4,1.0,2,74.0,2,4.31748811353631
FL96333,Nevada,6243.089247,No,Extended,College,1/7/11,Employed,M,73945,Urban,Married,78,21,76,0,8,Personal Auto,Personal L3,Offer2,Web,330.872532,Two-Door Car,Medsize,Bursa,3,1.0,3,0.012658056663736561,3,0.012578613162285686
EI58541,Washington,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large,Ankara,4,1.0,2,0.06158232359230221,2,0.05976055317408422
WW68250,Oregon,2719.260911,No,Basic,Bachelor,2/21/11,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small,Antalya,3,1.0,3,0.009975672074230738,2,0.009926243507853217
XT19780,Oregon,4803.777507,No,Basic,High School or Below,2/16/11,Disabled,F,23634,Suburban,Married,62,4,25,0,9,Personal Auto,Personal L3,Offer1,Branch,440.189611,Two-Door Car,Small,Antalya,3,1.0,1,0.03148007108403148,2,0.03099473301682087
SE44262,California,2856.948797,No,Extended,Bachelor,1/27/11,Unemployed,M,0,Suburban,Married,78,26,14,0,1,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize,Istanbul,5,1.0,4,78.0,2,4.3694478524670215
GO86980,Oregon,5169.558551,No,Basic,Bachelor,1/4/11,Employed,F,56334,Suburban,Married,65,35,72,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,421.563772,Two-Door Car,Small,Antalya,3,1.0,4,0.013845989988284162,2,0.013751009992757806
ZB69355,Oregon,4082.704584,No,Basic,Bachelor,2/13/11,Medical Leave,F,23206,Suburban,Married,107,31,60,0,1,Personal Auto,Personal L3,Offer1,Call Center,513.6,Sports Car,Large,Antalya,3,1.5,4,0.05533051796949065,2,0.05385400503872269
TM12486,Oregon,2959.950094,No,Extended,High School or Below,1/1/11,Retired,M,28140,Suburban,Single,85,23,5,0,1,Personal Auto,Personal L3,Offer3,Web,612.0,Four-Door Car,Small,Antalya,3,1.0,3,0.03624733475479744,2,0.0356058554542144
NB86870,Arizona,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L3,Offer2,Agent,685.12694,Four-Door Car,Medsize,Izmir,4,1.0,1,63.0,2,4.1588830833596715
SS12362,California,12779.06199,No,Extended,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,88,16,8,0,2,Special Auto,Special L3,Offer2,Agent,633.6,Four-Door Car,Medsize,Istanbul,5,1.0,3,88.0,2,4.48863636973214
VW58299,California,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,Istanbul,5,1.0,1,0.09216589861751152,2,0.08816278759467164
TG37039,Oregon,6240.664762,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Single,87,31,9,0,9,Personal Auto,Personal L3,Offer1,Branch,712.40122,Four-Door Car,Medsize,Antalya,3,1.0,4,87.0,2,4.477336814478207
RO25639,Nevada,5442.744248,No,Basic,Doctor,2/3/11,Employed,F,25884,Urban,Married,69,18,36,3,9,Personal Auto,Personal L3,Offer2,Branch,292.274846,Four-Door Car,Medsize,Bursa,3,1.0,3,0.031988873435326845,3,0.03148788544633376
JK35644,Oregon,3551.792574,No,Extended,Master,1/29/11,Disabled,M,11607,Urban,Single,96,19,38,0,1,Corporate Auto,Corporate L1,Offer4,Agent,313.351134,Four-Door Car,Medsize,Antalya,3,1.0,3,0.09925045231325924,3,0.09462854055312057
DK69871,Nevada,24138.05975,No,Basic,Master,2/13/11,Employed,M,53691,Urban,Divorced,67,13,48,0,2,Personal Auto,Personal L3,Offer1,Call Center,175.97506,Four-Door Car,Medsize,Bursa,3,1.0,3,0.014974576744705816,3,0.014863564637893975
OU43146,Oregon,15415.04407,No,Basic,Bachelor,1/10/11,Employed,M,89464,Suburban,Married,194,17,40,1,3,Personal Auto,Personal L3,Offer2,Agent,1067.291208,Luxury SUV,Medsize,Antalya,3,1.5,3,0.02602163998926943,2,0.025688838133628045
KN47424,Oregon,5517.199137,No,Basic,High School or Below,1/27/11,Employed,F,60596,Urban,Married,71,20,78,4,3,Personal Auto,Personal L3,Offer1,Agent,180.340069,Four-Door Car,Medsize,Antalya,3,1.0,3,0.014060334015446563,3,0.013962404400303642
ZX80668,Nevada,13448.80973,No,Basic,Bachelor,1/10/11,Employed,M,43720,Suburban,Single,117,5,90,1,2,Personal Auto,Personal L3,Offer1,Branch,561.6,SUV,Medsize,Bursa,3,1.0,1,0.03211344922232388,2,0.03160859243433607
OI80614,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599.000883,Two-Door Car,Medsize,Istanbul,5,1.0,4,0.01769041769041769,2,0.0175357635188888
JA44693,Oregon,7222.850848,No,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,68,5,36,0,2,Personal Auto,Personal L3,Offer3,Branch,350.207614,Four-Door Car,Small,Antalya,3,1.0,1,68.0,2,4.23410650459726
FI61059,Oregon,4311.416903,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,67,0,71,1,3,Personal Auto,Personal L3,Offer3,Call Center,482.4,Four-Door Car,Medsize,Antalya,3,1.0,1,67.0,2,4.219507705176107
ZF81243,Nevada,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L1,Offer2,Agent,60.036683,Four-Door Car,Medsize,Bursa,3,1.0,3,0.02088625458650861,1,0.02067112708662595
XD19934,Oregon,10506.93706,No,Extended,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize,Antalya,3,1.0,2,0.017128953771289538,1,0.016983907230068335
TA77711,Oregon,8667.090494,No,Basic,College,1/9/11,Employed,M,31354,Suburban,Married,109,11,23,0,9,Personal Auto,Personal L3,Offer3,Branch,527.759702,SUV,Small,Antalya,3,1.0,2,0.04171716527396823,2,0.04087047200821222
PS92059,California,5938.511892,No,Basic,Doctor,2/4/11,Employed,F,44190,Rural,Married,74,17,40,0,3,Corporate Auto,Corporate L3,Offer2,Branch,10.68564,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.020095044127630687,1,0.019895803472429963
TT19625,Nevada,15277.47796,No,Basic,Bachelor,1/5/11,Employed,F,38183,Suburban,Married,191,21,14,0,8,Personal Auto,Personal L3,Offer1,Branch,981.010879,Luxury Car,Medsize,Bursa,3,1.5,3,0.06002671345886913,2,0.05829410918271807
EV95033,Oregon,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15,67,0,1,Special Auto,Special L2,Offer3,Web,392.235698,Two-Door Car,Small,Antalya,3,1.0,3,0.009479504959185465,2,0.00943485639446563
CS30775,California,4191.06163,No,Basic,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,64,3,53,1,7,Personal Auto,Personal L3,Offer4,Web,535.953661,Two-Door Car,Small,Istanbul,5,1.0,1,64.0,2,4.174387269895637
CI51999,Arizona,8161.1704,No,Basic,College,1/5/11,Medical Leave,M,12266,Suburban,Married,114,25,36,1,3,Personal Auto,Personal L1,Offer1,Branch,732.050007,SUV,Medsize,Izmir,4,1.0,4,0.11152780042393609,2,0.10573546573680155
HK96298,California,2784.969185,No,Basic,Master,2/4/11,Employed,M,61807,Rural,Divorced,70,0,96,0,1,Personal Auto,Personal L2,Offer4,Agent,104.209216,Four-Door Car,Large,Istanbul,5,1.0,1,0.013590693610756065,1,0.013499168462077566
UO59377,Arizona,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,571.479602,Four-Door Car,Large,Izmir,4,1.0,3,0.09130875887724045,2,0.08737767219948461
OU99581,California,19363.52743,No,Basic,Bachelor,1/6/11,Employed,M,49945,Rural,Married,70,21,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,50.40447,Four-Door Car,Large,Istanbul,5,1.0,3,0.016818500350385426,1,0.01667863540735143
SN63066,Nevada,7154.094304,No,Basic,Bachelor,1/23/11,Employed,F,28204,Urban,Married,182,30,84,0,1,Personal Auto,Personal L2,Offer2,Branch,532.089467,Luxury Car,Medsize,Bursa,3,1.5,4,0.0774358247057155,3,0.07458398178418102
DK92504,Arizona,8779.090552,No,Extended,High School or Below,2/9/11,Employed,M,54726,Suburban,Married,219,30,69,0,1,Corporate Auto,Corporate L1,Offer3,Branch,1051.2,Luxury Car,Small,Izmir,4,1.5,4,0.048021050323429446,2,0.046903671883604156
DW72437,Oregon,2731.39917,No,Basic,Master,2/21/11,Employed,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.353519,Two-Door Car,Medsize,Antalya,3,1.0,3,0.01880791038583875,3,0.01863322850786174
GE49670,Arizona,7429.079194,No,Premium,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,101,6,43,0,9,Personal Auto,Personal L3,Offer3,Branch,549.692452,Four-Door Car,Medsize,Izmir,4,1.0,1,101.0,2,4.624972813284271
TK38409,Nevada,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Medsize,Bursa,3,1.0,1,0.010954053829769578,2,0.010894492744266229
OD89873,Arizona,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Corporate Auto,Corporate L1,Offer2,Agent,284.000172,Four-Door Car,Medsize,Izmir,4,1.0,4,0.011261923771904022,3,0.011198980442833614
KW41658,Arizona,2534.306443,No,Basic,Bachelor,2/7/11,Employed,M,21606,Suburban,Divorced,71,21,22,3,1,Personal Auto,Personal L3,Offer4,Call Center,340.8,Four-Door Car,Medsize,Izmir,4,1.0,3,0.0394334906970286,2,0.03867584425555373
UZ35113,California,10014.02955,No,Extended,Bachelor,1/26/11,Employed,F,74489,Rural,Married,124,11,36,0,3,Special Auto,Special L2,Offer3,Branch,128.535182,SUV,Medsize,Istanbul,5,1.0,2,0.01997610385426036,1,0.01977919942788696
HO81102,Washington,4745.181764,No,Basic,High School or Below,2/14/11,Employed,M,50549,Suburban,Divorced,61,2,73,0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,Ankara,4,1.0,1,0.014480998634987833,2,0.014377150325171404
SM42781,Arizona,14040.96476,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Urban,Married,195,9,33,1,5,Personal Auto,Personal L2,Offer1,Web,669.037562,Luxury SUV,Small,Izmir,4,1.5,2,180.67000000000007,3,5.202191854450654
TB40283,California,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,667.2,SUV,Medsize,Istanbul,5,1.0,1,139.0,2,4.941642422609304
CR76145,California,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Large,Istanbul,5,1.0,1,105.0,2,4.663439094112067
TK45392,California,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L2,Offer2,Agent,288.572108,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.021894736842105262,3,0.0216584892578598
JN78502,Washington,9384.654502,No,Basic,High School or Below,1/28/11,Employed,F,25370,Suburban,Married,116,21,64,0,3,Special Auto,Special L3,Offer4,Web,556.8,SUV,Small,Ankara,4,1.0,3,0.054867954276704774,2,0.05341559727160656
KZ60207,Arizona,5007.672425,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,Izmir,4,1.0,4,0.014440152941404811,2,0.014336886864408718
BR50492,Arizona,49423.79557,No,Extended,Bachelor,1/4/11,Employed,M,85058,Urban,Married,137,34,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,595.369784,SUV,Medsize,Izmir,4,1.0,4,0.019327987961155917,3,0.019143574836609462
ES21306,California,8558.927723,No,Extended,Bachelor,2/1/11,Unemployed,M,0,Suburban,Single,125,10,43,0,9,Personal Auto,Personal L3,Offer1,Branch,615.562164,SUV,Small,Istanbul,5,1.0,2,125.0,2,4.836281906951478
AT29024,California,4892.628631,No,Basic,High School or Below,1/4/11,Employed,F,27005,Suburban,Married,61,10,72,0,7,Corporate Auto,Corporate L2,Offer2,Agent,311.84034,Four-Door Car,Small,Istanbul,5,1.0,2,0.027106091464543604,2,0.02674522791348513
NP23146,Arizona,5365.93282,No,Basic,College,2/22/11,Employed,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize,Izmir,4,1.0,4,0.012609858616736722,3,0.012531016450122036
SY48471,California,5163.838813,No,Basic,High School or Below,2/22/11,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.008659180083885807,3,0.008621904413952039
GJ47397,Oregon,38055.20953,No,Basic,High School or Below,2/12/11,Unemployed,M,0,Suburban,Married,115,21,78,0,2,Special Auto,Special L2,Offer2,Agent,552.0,SUV,Medsize,Antalya,3,1.0,3,115.0,2,4.7535901911063645
CE69971,Oregon,7403.447336,No,Extended,Master,2/24/11,Medical Leave,F,19064,Rural,Married,98,23,35,1,7,Personal Auto,Personal L3,Offer1,Agent,136.248799,Four-Door Car,Medsize,Antalya,3,1.0,3,0.061686949223667645,1,0.05985910462282379
GM54859,Oregon,6051.637445,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,88,16,80,0,6,Personal Auto,Personal L2,Offer3,Agent,633.6,Two-Door Car,Large,Antalya,3,1.0,3,88.0,2,4.48863636973214
WY27579,Oregon,7229.329257,No,Extended,Bachelor,1/8/11,Employed,M,60345,Rural,Single,93,22,10,0,5,Personal Auto,Personal L3,Offer2,Web,36.105928,Two-Door Car,Large,Antalya,3,1.0,3,0.018493661446681582,1,0.01832473324531036
ZT87452,Oregon,3300.607083,No,Extended,Bachelor,2/19/11,Employed,F,59592,Rural,Divorced,84,8,49,0,1,Personal Auto,Personal L1,Offer2,Web,161.231812,Four-Door Car,Small,Antalya,3,1.0,2,0.016915022150624244,1,0.01677355620129359
JM35350,California,5505.167392,No,Basic,College,2/2/11,Retired,F,15648,Suburban,Married,73,29,68,1,5,Special Auto,Special L3,Offer2,Agent,413.269261,Two-Door Car,Medsize,Istanbul,5,1.0,4,0.05598159509202454,2,0.054470756242056585
PT40521,California,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Corporate Auto,Corporate L1,Offer1,Agent,590.4,SUV,Medsize,Istanbul,5,1.0,1,0.061746987951807226,2,0.0599156533358348
TN71469,Oregon,4349.104278,No,Basic,College,2/5/11,Employed,F,90893,Suburban,Single,110,33,0,0,1,Personal Auto,Personal L3,Offer2,Web,700.004018,SUV,Medsize,Antalya,3,1.0,4,0.014522570494977611,2,0.014418127936673015
GE26813,Arizona,4882.073243,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Divorced,66,18,66,0,6,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Small,Izmir,4,1.0,3,66.0,2,4.204692619390966
